paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0017,"Li, Ren, Ge, et al.",2023,MTLFuseNet: A novel emotion recognition model based on deep latent feature fusion of EEG signals and multi-task learning,Knowledge-Based Systems (vol 276),journal,10.1016/j.knosys.2023.110756,https://www.sciencedirect.com/science/article/abs/pii/S0950705123005063,none found,https://doi.org/10.1109/JBHI.2017.2688239,yes,DREAMER,23,1,14,128,film clips,dimensional,binary arousal (median split; DREAMER median=3),unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,deep latent features (VAE spatio-temporal + GCN-GRU spatio-spectral),not verified,unclear,deep-features-fusion,deep-learning-multitask-fusion,none (subject-independent inductive),22 other subjects,no,no,unclear,yes,LOSO,23,cross-subject,subject-independent LOSOCV (leave-1-subject-out; 22 train),unclear,accuracy,83.33,11.24,not reported,yes (per-subject Fig 7),not verified,EEGNet/FBCNN/DGCNN/FBCNet/Tsception/STNet/MT-CNN/SSTD,81.64,yes,mean,LOSO-inductive,inductive subject-independent LOSOCV confirmed from full text,some-concerns,Table 4 full text: DREAMER arousal 83.33/11.24 (best acc; SSTD baseline 81.64),arousal task,yes,yes,yes,verified-from-fulltext,2026-06-24 KBS vol276 110756 full text Table 4 (root-folder PDF)
EEG-0017,"Li, Ren, Ge, et al.",2023,MTLFuseNet: A novel emotion recognition model based on deep latent feature fusion of EEG signals and multi-task learning,Knowledge-Based Systems (vol 276),journal,10.1016/j.knosys.2023.110756,https://www.sciencedirect.com/science/article/abs/pii/S0950705123005063,none found,http://eecs.qmul.ac.uk/mmv/datasets/deap/,yes,DEAP,32,1,32,128,music-video clips,dimensional,binary valence (median split; DEAP median=5),unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,deep latent features (VAE spatio-temporal + GCN-GRU spatio-spectral),not verified,unclear,deep-features-fusion,deep-learning-multitask-fusion,none (subject-independent inductive),31 other subjects,no,no,unclear,yes,LOSO,32,cross-subject,subject-independent LOSOCV (leave-1-subject-out; 31 train),unclear,accuracy,71.33,5.24,not reported,yes (per-subject Fig 6),not verified,EEGNet/FBCNN/DGCNN/FBCNet/Tsception/STNet/MT-CNN/SSTD,68.4,yes,mean,LOSO-inductive,inductive subject-independent LOSOCV confirmed from full text,some-concerns,Table 3 full text: DEAP valence 71.33/5.24 (best acc; Tsception baseline 68.40),valence task,yes,yes,yes,verified-from-fulltext,2026-06-24 KBS vol276 110756 full text Table 3 (root-folder PDF)
EEG-0017,"Li, Ren, Ge, et al.",2023,MTLFuseNet: A novel emotion recognition model based on deep latent feature fusion of EEG signals and multi-task learning,Knowledge-Based Systems (vol 276),journal,10.1016/j.knosys.2023.110756,https://www.sciencedirect.com/science/article/abs/pii/S0950705123005063,none found,http://eecs.qmul.ac.uk/mmv/datasets/deap/,yes,DEAP,32,1,32,128,music-video clips,dimensional,binary arousal (median split; DEAP median=5),unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,deep latent features (VAE spatio-temporal + GCN-GRU spatio-spectral),not verified,unclear,deep-features-fusion,deep-learning-multitask-fusion,none (subject-independent inductive),31 other subjects,no,no,unclear,yes,LOSO,32,cross-subject,subject-independent LOSOCV (leave-1-subject-out; 31 train),unclear,accuracy,73.28,7.74,not reported,yes (per-subject Fig 6),not verified,EEGNet/FBCNN/DGCNN/FBCNet/Tsception/STNet/MT-CNN/SSTD,67.34,yes,mean,LOSO-inductive,inductive subject-independent LOSOCV confirmed from full text,some-concerns,Table 3 full text: DEAP arousal 73.28/7.74 (best acc),arousal task,yes,yes,yes,verified-from-fulltext,2026-06-24 KBS vol276 110756 full text Table 3 (root-folder PDF)
EEG-0024,Rushuang Zhou; Weishan Ye; Zhiguo Zhang; Yanyang Luo; Li Zhang; Linling Li; Gan Huang; Yining Dong; Yuan-Ting Zhang; Zhen Liang,2023,EEGMatch: Learning with Incomplete Labels for Semi-Supervised EEG-based Cross-Subject Emotion Recognition,IEEE Transactions on Neural Networks and Learning Systems,journal,10.1109/TNNLS.2024.3493425,https://doi.org/10.1109/TNNLS.2024.3493425,https://github.com/KAZABANA/EEGMatch,https://bcmi.sjtu.edu.cn/home/seed/seed.html,yes,SEED,15,unclear,62,200,film clips,discrete-3class,positive/neutral/negative,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,differential entropy (DE; band/window details not captured),not verified,unclear,handcrafted-DE,deep-learning-semisupervised-DA,EEGMatch (FixMatch-style consistency + domain adaptation + pairwise learning),14 source subjects,yes (unlabeled target during training - transductive),no (target labels unknown),unclear,yes,LOSO,15,cross-subject,unclear,unclear,accuracy,91.35,7.03,not reported,unclear,not verified,DAN/DANN/DDC/DCORAL etc (reconfirm),not verified,yes,mean,UDA-transductive-semisupervised-LOSO,transductive/target-distribution (unlabeled target used) + semi-supervised source labels,some-concerns,"transductive by design; SEED acc averaged across labeled-source-trial counts N in {3,6,9,12}; pool only in transductive stratum and flag partial source labels",partial SOURCE labels (not target); not directly comparable to fully-supervised-source transductive LOSO,yes,yes,yes,verified-from-fulltext,2026-06-24 arXiv 2304.06496 ar5iv Table I; published-version metadata updated 2026-06-28; source: Crossref title/DOI record
EEG-0024,Rushuang Zhou; Weishan Ye; Zhiguo Zhang; Yanyang Luo; Li Zhang; Linling Li; Gan Huang; Yining Dong; Yuan-Ting Zhang; Zhen Liang,2023,EEGMatch: Learning with Incomplete Labels for Semi-Supervised EEG-based Cross-Subject Emotion Recognition,IEEE Transactions on Neural Networks and Learning Systems,journal,10.1109/TNNLS.2024.3493425,https://doi.org/10.1109/TNNLS.2024.3493425,https://github.com/KAZABANA/EEGMatch,https://weilongzheng.github.io/datasets/seed-iv/,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neutral,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,differential entropy (DE; band/window details not captured),not verified,unclear,handcrafted-DE,deep-learning-semisupervised-DA,EEGMatch (FixMatch-style consistency + domain adaptation + pairwise learning),14 source subjects,yes (unlabeled target during training - transductive),no (target labels unknown),unclear,yes,LOSO,15,cross-subject,unclear,unclear,accuracy,65.53,8.31,not reported,unclear,not verified,DAN/DANN/DDC/DCORAL etc (reconfirm),not verified,yes,mean,UDA-transductive-semisupervised-LOSO,transductive/target-distribution (unlabeled target used) + semi-supervised source labels,some-concerns,"transductive by design; SEED-IV acc averaged across labeled-source-trial counts N in {4,8,12,16,20}; pool only in transductive stratum and flag partial source labels",partial SOURCE labels (not target); not directly comparable to fully-supervised-source transductive LOSO,yes,yes,yes,verified-from-fulltext,2026-06-24 arXiv 2304.06496 ar5iv Table II; published-version metadata updated 2026-06-28; source: Crossref title/DOI record
EEG-0042,Rushuang Zhou; Zhiguo Zhang; Hong Fu; Li Zhang; Linling Li; Gan Huang; Yining Dong; Fali Li; Xin Yang; Zhen Liang,2022,PR-PL: A Novel Transfer Learning Framework with Prototypical Representation based Pairwise Learning for EEG-Based Emotion Recognition,IEEE Transactions on Affective Computing,journal,10.1109/TAFFC.2023.3288118,https://doi.org/10.1109/TAFFC.2023.3288118,https://github.com/KAZABANA/PR-PL,https://bcmi.sjtu.edu.cn/home/seed/seed.html,yes,SEED,15,multi-session,62,200,film clips,discrete-3class,positive/neutral/negative,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,differential entropy (DE; band/window details not captured),not verified,unclear,handcrafted-DE,deep-learning-adversarial-DA,PR-PL (prototypical representation + adaptive pseudo-label pairwise learning),source subjects,yes (unlabeled target data; adjudicated),no (unlabeled target only; adjudicated),unclear,yes,LOSO,15,cross-subject,unclear,unclear,accuracy,85.56,4.78,not reported,unclear,not verified,baselines in paper (reconfirm),not verified,yes,mean,B (transductive-UDA; adjudicated); duplicate-not-retained,none (transductive disclosed),some-concerns,"cross-subject cross-session setting (Table II); a single-session variant reports 93.06/5.12 (Table IV) - higher, protocol-ambiguity note; pool only in transductive stratum; Adjudicator: Table VI",single-session vs cross-session variants differ markedly (93.06 vs 85.56); Adjudicator decision=exclude-from-cross-subject-meta; Duplicate of EEG-0340 journal version; exclude this preprint row to avoid double counting. Values appear correct but not retained.,no,no,no,verified-from-fulltext,2026-06-24 arXiv 2202.06509 ar5iv Table II; published-version metadata updated 2026-06-28; source: Crossref DOI record; adjudicator decision applied 2026-07-04
EEG-0042,Rushuang Zhou; Zhiguo Zhang; Hong Fu; Li Zhang; Linling Li; Gan Huang; Yining Dong; Fali Li; Xin Yang; Zhen Liang,2022,PR-PL: A Novel Transfer Learning Framework with Prototypical Representation based Pairwise Learning for EEG-Based Emotion Recognition,IEEE Transactions on Affective Computing,journal,10.1109/TAFFC.2023.3288118,https://doi.org/10.1109/TAFFC.2023.3288118,https://github.com/KAZABANA/PR-PL,https://weilongzheng.github.io/datasets/seed-iv/,yes,SEED-IV,15,multi-session,62,200,movie clips,discrete-4class,happy/sad/fear/neutral,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,differential entropy (DE; band/window details not captured),not verified,unclear,handcrafted-DE,deep-learning-adversarial-DA,PR-PL (prototypical representation + adaptive pseudo-label pairwise learning),source subjects,yes (unlabeled target data; adjudicated),no (unlabeled target only; adjudicated),unclear,yes,LOSO,15,cross-subject,unclear,unclear,accuracy,74.92,7.92,not reported,unclear,not verified,baselines in paper (reconfirm),not verified,yes,mean,B (transductive-UDA; adjudicated); duplicate-not-retained,none (transductive disclosed),some-concerns,cross-subject cross-session setting (Table III); pool only in transductive stratum; Adjudicator: Table VII,SEED-IV cross-session variant; Adjudicator decision=exclude-from-cross-subject-meta; Duplicate of EEG-0340 journal version; exclude this preprint row to avoid double counting. Values appear correct but not retained.,no,no,no,verified-from-fulltext,2026-06-24 arXiv 2202.06509 ar5iv Table III; published-version metadata updated 2026-06-28; source: Crossref DOI record; adjudicator decision applied 2026-07-04
EEG-0044,Qingzhu Zhang; Jiani Zhong; Zongsheng Li; Xinke Shen; Quanying Liu,2025,Multi-dataset Joint Pre-training of Emotional EEG Enables Generalizable Affective Computing,NeurIPS 2025,conference,NA,https://openreview.net/forum?id=xaxuzubN31,https://github.com/ncclab-sustech/mdJPT_nips2025,not verified,yes,not stated (abstract),unclear,unclear,not verified,not verified,not stated,not stated,not stated,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,not stated,not verified,unclear,deep-pretrained-foundation,deep-learning-foundation-pretraining,multi-dataset joint pre-training (zero-shot + few-shot transfer),multiple source datasets,unclear,no (zero-shot) / few-shot fine-tune variant,unclear,yes,cross-dataset,n/a,cross-dataset,unclear,unclear,accuracy,not stated (abstract only),not reported,not reported,unclear,not verified,large-scale EEG models (reconfirm),not verified,yes,n/a,pretrain-foundation-crossdataset,cross-dataset zero-shot/few-shot - separate stratum (not poolable with LOSO),unclear,"abstract reports RELATIVE gains only: +11.92pct acc zero-shot, +4.57pct AUROC few-shot, +8.55pct vs single-dataset; no absolute accuracy in abstract",absolute numbers + datasets require full text; foundation/pretraining stratum (new),no,yes,no,abstract-verified-fulltext-pending,2026-06-24 arXiv 2510.22197 abstract; published-version metadata updated 2026-06-28; source: OpenReview NeurIPS 2025 accepted poster record
EEG-0045,Qile Liu; Weishan Ye; Lingli Zhang; Zhen Liang,2024,EEG-SCMM: Soft Contrastive Masked Modeling for Cross-Corpus EEG-Based Emotion Recognition,Proceedings of the 33rd ACM International Conference on Multimedia,conference,10.1145/3746027.3755798,https://doi.org/10.1145/3746027.3755798,https://github.com/Kyler-RL/SCMM,not verified,yes,SEED/SEED-IV/DEAP,unclear,unclear,not verified,not verified,not stated,mixed (3-class SEED / 4-class SEED-IV / binary DEAP),not stated,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,not stated,not verified,unclear,deep-contrastive-masked,deep-learning-self-supervised,soft contrastive masked modeling (cross-corpus transfer without retraining),source corpus,no (cross-corpus: train on one dataset apply to another),no,unclear,yes,cross-dataset,n/a,cross-corpus,unclear,unclear,accuracy,not stated (abstract only),not reported,not reported,unclear,not verified,second-best cross-corpus method (reconfirm),not verified,yes,n/a,cross-dataset-E,cross-corpus (stratum E) - separate stratum (not poolable with LOSO),unclear,abstract reports RELATIVE gain only: +4.26pct avg accuracy over second-best under same-class and different-class cross-corpus settings; no absolute numbers in abstract,absolute numbers require full text; adds cross-dataset/cross-corpus breadth,no,yes,no,abstract-verified-fulltext-pending,2026-06-24 arXiv 2408.09186 abstract; published-version metadata updated 2026-06-28; source: Crossref DOI record
EEG-0027,(authors not verified this pass),2024,What Causes Performance Degradation in Cross-Subject EEG Classification?,arXiv (published venue unverified),preprint,10.48550/arXiv.2410.03057,https://arxiv.org/abs/2410.03057,none found,not verified,unclear,not stated (abstract),unclear,unclear,not verified,not verified,not stated,n/a (methodological analysis),not stated,unclear,n/a,not verified,not verified,not verified,not verified,not verified,not verified,n/a,not verified,n/a,n/a,methodological-analysis,n/a (analysis of cross-subject degradation: inter-subject variability + shortcut learning),n/a,n/a,n/a,n/a,n/a,n/a,n/a,cross-subject (general),n/a,n/a,n/a,n/a (no benchmark result),not reported,not reported,n/a,not verified,n/a,n/a,no,n/a,methodological-reference,supports leakage/eval thesis (evaluation-protocol importance),n/a,key claims (abstract): cross-subject degradation driven by inter-subject variability (multi-class-per-subject tasks like emotion) vs shortcut learning (single-class tasks); emphasizes appropriate evaluation protocols,Discussion anchor for leakage/eval-pitfalls RQ; not a benchmark primary,no,yes,no,abstract-verified-fulltext-pending,2026-06-24 arXiv 2410.03057 abstract
EEG-0050,Javier Fdez; Nicholas Guttenberg; Olaf Witkowski; Antoine Pasquali,2021,Cross-Subject EEG-Based Emotion Recognition Through Neural Networks With Stratified Normalization,"Frontiers in Neuroscience, 2021, 15:626277",journal,10.3389/fnins.2021.626277,https://www.frontiersin.org/articles/10.3389/fnins.2021.626277/full,none found,https://bcmi.sjtu.edu.cn/home/seed/seed.html,yes,SEED,15,3,62,200,film clips,discrete-3class,positive/neutral/negative,unclear,public,not verified,not verified,not verified,not verified,not verified,not verified,DE / PSD / multitaper features (per text),stratified per-participant-per-session min-max (includes test subject),no - normalization computed using test-subject's own data (transductive/leakage),handcrafted,deep-learning-NN,none (but stratified normalization uses target stats),14 other subjects,yes (normalization statistics computed from test subject's own data),no,unclear,yes,LOSO,15,cross-subject,compromised (normalization touches test subject),unclear,accuracy,79.6,not reported,not reported,unclear,not verified,batch normalization (same model),67.1,yes,best (with stratified norm),LOSO-with-transductive-normalization,normalization-leakage (target-subject statistics) [type 7],high,stratified normalization computed per participant+session including the held-out TEST subject -> uses target-subject statistics; ternary acc 79.6 with stratified vs 67.1 with batch norm (+12.5pts) tracks the leakage; authors do not flag it,"transductive normalization, not pure inductive LOSO; not comparable to inductive methods; binary 91.6 vs batch 87.6",no,yes,yes,verified-from-fulltext,2026-06-24 Frontiers full text (10.3389/fnins.2021.626277)
